ciiu,descripcion
G4663.21       ,"VENTA AL POR MAYOR DE ARTÍCULOS DE FERRETERÍAS Y CERRADURAS: MARTILLOS, SIERRAS, DESTORNILLADORES, Y OTRAS HERRAMIENTAS DE MANO, ACCESORIOS Y DISPOSITIVOS; CAJAS FUERTES, EXTINTORES."
G4663.22       ,"VENTA AL POR MAYOR DE APARATOS, ACCESORIOS DE CALEFACCIÓN Y CALENTADORES DE AGUA."
G4663.23       ,"VENTA AL POR MAYOR DE EQUIPO SANITARIO Y FONTANERÍA (BAÑERAS, INODOROS, LAVABOS TOCADORES Y OTRA PORCELANA SANITARIA) INCLUYE ARTÍCULOS PARA LA INSTALACIÓN SANITARIA: TUBOS, TUBERÍAS, ACCESORIOS, GRIFOS, DERIVACIONES, CONEXIONES, TUBERÍAS DE CAUCHO, ETCÉTERA."
G4669          ,"VENTA AL POR MAYOR DE DESPERDICIOS, DESECHOS, CHATARRA Y OTROS PRODUCTOS N.C.P."
G4669.1        ,VENTA AL POR MAYOR DE PRODUCTOS QUÍMICOS.
G4669.11       ,"VENTA AL POR MAYOR DE PRODUCTOS QUÍMICOS INDUSTRIALES: ANILINA, TINTA DE IMPRESIÓN, ACEITES ESENCIALES, GASES INDUSTRIALES (OXÍGENO), PEGAMENTO QUÍMICO, COLORANTES, RESINA SINTÉTICA, METANOL, PARAFINA, AROMATIZANTES Y POTENCIADORES DEL SABOR, SODA CÁUSTICA, SAL INDUSTRIAL, ÁCIDOS Y SULFUROS, DERIVADOS DE ALMIDÓN, ETCÉTERA."
G4669.12       ,VENTA AL POR MAYOR DE ABONOS Y PRODUCTOS QUÍMICOS DE USO AGRÍCOLA.
G4669.2        ,VENTA AL POR MAYOR DE PRODUCTOS SEMIELABORADOS.
G4669.21       ,"VENTA AL POR MAYOR DE MATERIALES PLÁSTICOS EN FORMAS PRIMARIAS, CAUCHO, FIBRAS TEXTILES, ETCÉTERA."
G4669.22       ,VENTA AL POR MAYOR DEL PAPEL Y CARTÓN.
G4669.23       ,"VENTA AL POR MAYOR DE PIEDRAS PRECIOSAS, PRODUCTOS ABRASIVOS Y OTROS MINERALES."
G4669.3        ,VENTA AL POR MAYOR DE DESECHOS Y DESPERDICIOS.
G4669.30       ,"VENTA AL POR MAYOR DE DESPERDICIOS Y DESECHOS, CHATARRA METÁLICA Y DE MATERIALES PARA EL RECICLADO, INCLUIDO LA RECOLECCIÓN, CLASIFICACIÓN,  SEPARACIÓN Y EL DESGUACE DE PRODUCTOS USADOS, COMO: AUTOMÓVILES, ORDENADORES, APARATOS DE TELEVISIÓN Y OTROS TIPOS DE EQUIPO, PARA OBTENER PARTES Y PIEZAS REUTILIZABLES. EL EMBALAJE Y REEMBALAJE, ALMACENAMIENTO Y ENTREGA, AUNQUE SIN UN PROCESO DE TRANSFORMACIÓN REAL. ADEMÁS, LOS MATERIALES COMPRADOS Y VENDIDOS TIENEN UN VALOR REMANENTE."
G4669.4        ,VENTA AL POR MAYOR DE OTROS PRODUCTOS METÁLICOS ELABORADOS.
G4669.40       ,"VENTA AL POR MAYOR DE OTROS PRODUCTOS METÁLICOS ELABORADOS, (EXCEPTO MAQUINARIA Y EQUIPO), EXCEPTO LOS PRESTADOS A COMISIÓN O POR CONTRATO."
G469           ,VENTA AL POR MAYOR DE OTROS PRODUCTOS NO ESPECIALIZADOS.
G4690          ,VENTA AL POR MAYOR DE OTROS PRODUCTOS NO ESPECIALIZADO.
G4690.0        ,VENTA AL POR MAYOR NO ESPECIALIZADO.
G4690.00       ,VENTA AL POR MAYOR DE DIVERSOS PRODUCTOS SIN ESPECIALIZACIÓN.
G47            ,"COMERCIO AL POR MENOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS."
G471           ,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS.
G4711          ,"VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS, BEBIDAS O TABACO."
G4711.0        ,"VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS, BEBIDAS O TABACO."
G4711.01       ,"VENTA AL POR MENOR DE GRAN VARIEDAD DE PRODUCTOS EN TIENDAS, ENTRE LOS QUE PREDOMINAN, LOS PRODUCTOS ALIMENTICIOS, LAS BEBIDAS O EL TABACO, COMO PRODUCTOS DE PRIMERA NECESIDAD Y VARIOS OTROS TIPOS DE PRODUCTOS, COMO PRENDAS DE VESTIR, MUEBLES, APARATOS, ARTÍCULOS DE FERRETERÍA, COSMÉTICOS, ETCÉTERA."
G4711.02       ,"VENTA AL POR MENOR DE GRAN VARIEDAD DE PRODUCTOS EN SUPERMERCADOS, ENTRE LOS QUE PREDOMINAN, LOS PRODUCTOS ALIMENTICIOS, LAS BEBIDAS O EL TABACO, COMO PRODUCTOS DE PRIMERA NECESIDAD Y VARIOS OTROS TIPOS DE PRODUCTOS, COMO PRENDAS DE VESTIR, MUEBLES, APARATOS, ARTÍCULOS DE FERRETERÍA, COSMÉTICOS, ETCÉTERA."
G4719          ,OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS.
G4719.0        ,OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS.
G4719.00       ,"VENTA AL POR MENOR DE GRAN VARIEDAD DE PRODUCTOS ENTRE LOS QUE NO PREDOMINAN LOS PRODUCTOS ALIMENTICIOS, LAS BEBIDAS O EL TABACO, ACTIVIDADES DE VENTA DE: PRENDAS DE VESTIR, MUEBLES, APARATOS, ARTÍCULOS DE FERRETERÍA, COSMÉTICOS, ARTÍCULOS DE JOYERÍA Y BISUTERÍA, JUGUETES, ARTÍCULOS DE DEPORTE, ETCÉTERA."
G472           ,"VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN COMERCIOS ESPECIALIZADOS."
G4721          ,VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS.
G4721.0        ,VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS.
G4721.01       ,"VENTA AL POR MENOR DE FRUTAS, LEGUMBRES Y HORTALIZAS FRESCAS O EN CONSERVA EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4721.02       ,VENTA AL POR MENOR DE LÁCTEOS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4721.03       ,VENTA AL POR MENOR DE HUEVOS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4721.04       ,"VENTA AL POR MENOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4721.05       ,"VENTA AL POR MENOR DE PRODUCTOS DE PANADERÍA, CONFITERÍA Y REPOSTERÍA EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4721.06       ,VENTA AL POR MENOR DE CARNE Y PRODUCTOS CÁRNICOS (INCLUIDOS LOS DE AVES DE CORRAL) EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4721.09       ,VENTA AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4722          ,VENTA AL POR MENOR DE BEBIDAS EN COMERCIOS ESPECIALIZADOS.
G4722.0        ,VENTA AL POR MENOR DE BEBIDAS EN COMERCIOS ESPECIALIZADOS.
G4722.01       ,"VENTA AL POR MENOR DE BEBIDAS NO ALCOHÓLICAS (NO DESTINADAS AL CONSUMO EN EL LUGAR DE VENTA) EN ESTABLECIMIENTOS ESPECIALIZADOS, BOLOS, HELADOS, HIELO, ETCÉTERA."
G4722.02       ,VENTA AL POR MENOR DE BEBIDAS ALCOHÓLICAS (NO DESTINADAS AL CONSUMO EN EL LUGAR DE VENTA) EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4723          ,VENTA AL POR MENOR DE TABACO EN COMERCIOS ESPECIALIZADOS.
G4723.0        ,VENTA AL POR MENOR DE TABACO EN COMERCIOS ESPECIALIZADOS.
G4723.00       ,VENTA AL POR MENOR DE TABACO Y PRODUCTOS DE TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS.
G473           ,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS.
G4730          ,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS.
G4730.0        ,VENTA AL POR MENOR DE COMBUSTIBLE PARA VEHÍCULOS MOTORIZADOS Y MOTOCICLETAS EN COMERCIOS ESPECIALIZADOS.
G4730.01       ,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4730.02       ,VENTA AL POR MENOR DE PRODUCTOS LUBRICANTES Y REFRIGERANTES PARA VEHÍCULOS AUTOMOTORES EN ESTABLECIMIENTOS ESPECIALIZADOS.
G474           ,VENTA AL POR MENOR DE EQUIPO DE INFORMACIÓN Y DE COMUNICACIONES EN COMERCIOS ESPECIALIZADOS.
G4741          ,"VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFÉRICO, PROGRAMAS INFORMÁTICOS Y EQUIPO DE TELECOMUNICACIONES EN COMERCIOS ESPECIALIZADOS."
G4741.1        ,"VENTA AL POR MENOR DE COMPUTADORES, EQUIPO DE TELECOMUNICACIÓN, EQUIPO PERIFÉRICO, PROGRAMAS INFORMÁTICOS EN COMERCIOS ESPECIALIZADOS."
G4741.11       ,VENTA AL POR MENOR DE COMPUTADORAS Y EQUIPO PERIFÉRICO COMPUTACIONAL EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4741.12       ,"VENTA AL POR MENOR DE PROGRAMAS INFORMÁTICOS NO PERSONALIZADOS, INCLUIDOS VIDEOJUEGOS, INCLUYE CONSOLAS DE VIDEOJUEGOS EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4741.13       ,"VENTA AL POR MENOR DE EQUIPOS DE TELECOMUNICACIONES: CELULARES, TUBOS ELECTRÓNICOS, ETCÉTERA. INCLUYE PARTES Y PIEZAS EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4742          ,VENTA AL POR MENOR DE EQUIPO DE SONIDO Y VÍDEO EN COMERCIOS ESPECIALIZADOS.
G4742.0        ,VENTA AL POR MENOR DE EQUIPO DE SONIDO Y VÍDEO EN COMERCIOS ESPECIALIZADOS.
G4742.00       ,"VENTA AL POR MENOR DE EQUIPOS DE: RADIO, TELEVISIÓN Y ESTEREOFÓNICOS, REPRODUCTORES Y GRABADORES DE CD Y DVD EN ESTABLECIMIENTOS ESPECIALIZADOS."
G475           ,VENTA AL POR MENOR DE OTROS ENSERES DOMÉSTICOS EN COMERCIOS ESPECIALIZADOS.
G4751          ,VENTA AL POR MENOR DE PRODUCTOS TEXTILES EN COMERCIOS ESPECIALIZADOS.
G4751.0        ,VENTA AL POR MENOR DE PRODUCTOS TEXTILES EN COMERCIOS ESPECIALIZADOS.
G4771          ,"VENTA AL POR MENOR DE PRENDAS DE VESTIR, CALZADO Y ARTÍCULOS DE CUERO EN COMERCIOS ESPECIALIZADOS."
G4751.01       ,"VENTA AL POR MENOR DE TELAS, LANAS Y OTROS HILADOS PARA TEJER, ARTÍCULOS DE MERCERÍA (AGUJAS E HILO DE COSER) EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4751.02       ,"VENTA AL POR MENOR DE ARTÍCULOS TEXTILES: SÁBANAS, TOALLAS, JUEGOS DE MESA Y OTROS ARTÍCULOS TEXTILES; MATERIALES BÁSICOS PARA HACER ALFOMBRAS, TAPICES O BORDADOS EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4752          ,"VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA, PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS."
G4752.0        ,"VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA, PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS."
G4752.01       ,"VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA: MARTILLOS, SIERRAS, DESTORNILLADORES Y PEQUEÑAS HERRAMIENTAS EN GENERAL, EQUIPO Y MATERIALES DE PREFABRICADOS PARA ARMADO CASERO (EQUIPO DE BRICOLAJE); ALAMBRES Y CABLES ELÉCTRICOS, CERRADURAS, MONTAJES Y ADORNOS, EXTINTORES, SEGADORAS DE CÉSPED DE CUALQUIER TIPO, ETCÉTERA EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4752.02       ,"VENTA AL POR MENOR DE PINTURAS, BARNICES Y LACAS EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4752.03       ,VENTA AL POR MENOR DE VIDRIO PLANO Y ESPEJOS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4752.04       ,"VENTA AL POR MENOR DE MATERIALES DE CONSTRUCCIÓN COMO: LADRILLOS, RIPIO, CEMENTO, MADERA, ETCÉTERA EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4752.05       ,"VENTA AL POR MENOR DE EQUIPO SANITARIO Y MATERIAL DE FONTANERÍA: CAÑERÍAS, CONEXIONES, TUBERÍAS DE CAUCHO, ACCESORIOS, GRIFOS Y MATERIAL DE CALEFACCIÓN Y CALEFONES EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4752.09       ,"VENTA AL POR MENOR ESPECIALIZADA DE OTROS ARTÍCULOS DE FERRETERÍA: SAUNAS (BAÑOS DE CALOR SECO Y VAPOR), ARTÍCULOS DE PLÁSTICO Y DE CAUCHO, ETCÉTERA EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4753          ,"VENTA AL POR MENOR DE TAPICES, ALFOMBRAS Y CUBRIMIENTOS PARA PAREDES Y PISOS EN COMERCIOS ESPECIALIZADOS."
G4753.0        ,"VENTA AL POR MENOR DE TAPICES, ALFOMBRAS Y CUBRIMIENTOS PARA PAREDES Y PISOS EN COMERCIOS ESPECIALIZADOS."
G4753.01       ,"VENTA AL POR MENOR DE ALFOMBRAS, TAPICES, MOQUETAS, CORTINAS, VISILLOS Y TAPETES EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4753.02       ,VENTA AL POR MENOR DE PAPEL TAPIZ Y REVESTIMIENTOS DE PISOS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4759          ,"VENTA AL POR MENOR DE APARATOS ELÉCTRICOS DE USO DOMÉSTICO, MUEBLES, EQUIPO DE ILUMINACIÓN Y OTROS ENSERES DOMÉSTICOS EN COMERCIOS ESPECIALIZADOS."
G4759.0        ,"VENTA AL POR MENOR DE MUEBLES, ARTÍCULOS Y EQUIPOS DE USO DOMÉSTICO EN COMERCIOS ESPECIALIZADOS."
G4759.01       ,"VENTA AL POR MENOR DE MUEBLES DE USO DOMÉSTICO, COLCHONES Y SOMIERES EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4759.02       ,VENTA AL POR MENOR DE ARTÍCULOS DE ILUMINACIÓN EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4759.03       ,"VENTA AL POR MENOR DE UTENSILIOS DE USO DOMÉSTICO, CUBIERTOS, VAJILLA, CRISTALERÍA, PLÁSTICOS Y OBJETOS DE PORCELANA Y DE CERÁMICA EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4759.04       ,"VENTA AL POR MENOR DE ARTÍCULOS DE MADERA, DESECHABLES, CORCHO Y MIMBRE EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4759.05       ,"VENTA AL POR MENOR DE ELECTRODOMÉSTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS: REFRIGERADORAS, COCINAS, MICROONDAS, ETCÉTERA."
G4759.06       ,VENTA AL POR MENOR DE INSTRUMENTOS MUSICALES Y PARTITURAS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4759.09       ,"VENTA AL POR MENOR DE OTROS ENSERES Y APARATOS DE USO DOMÉSTICO N.C.P. INCLUIDO SISTEMAS DE SEGURIDAD, COMO DISPOSITIVOS DE CIERRE, CAJAS DE CAUDALES, VIDRIOS BLINDADOS Y CAJAS FUERTES, SIN SERVICIO DE INSTALACIÓN NI DE MANTENIMIENTO EN ESTABLECIMIENTOS ESPECIALIZADOS"
G476           ,VENTA AL POR MENOR DE PRODUCTOS CULTURALES Y RECREATIVOS EN COMERCIOS ESPECIALIZADOS.
G4761          ,"VENTA AL POR MENOR DE LIBROS, PERIÓDICOS Y ARTÍCULOS DE PAPELERÍA EN COMERCIOS ESPECIALIZADOS."
G4761.0        ,"VENTA AL POR MENOR DE LIBROS, PERIÓDICOS Y ARTÍCULOS DE PAPELERÍA EN COMERCIOS ESPECIALIZADOS."
G4761.01       ,VENTA AL POR MENOR DE LIBROS DE TODO TIPO EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4761.02       ,VENTA AL POR MENOR DE PERIÓDICOS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4761.03       ,"VENTA AL POR MENOR DE ARTÍCULOS DE OFICINA Y PAPELERÍA COMO LÁPICES, BOLÍGRAFOS, PAPEL, ETCÉTERA, EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4762          ,VENTA AL POR MENOR DE GRABACIONES DE MÚSICA Y DE VÍDEO EN COMERCIOS ESPECIALIZADOS.
G4762.0        ,VENTA AL POR MENOR DE GRABACIONES DE MÚSICA Y DE VÍDEO EN COMERCIOS ESPECIALIZADOS.
G4762.00       ,"VENTA AL POR MENOR DE DISCOS DE VINILO, CINTAS MAGNETOFÓNICAS, DISCOS COMPACTOS Y CASETES DE MÚSICA, CINTAS DE VÍDEO Y DVD, CINTAS Y DISCOS EN BLANCO EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4763          ,VENTA AL POR MENOR DE EQUIPO DE DEPORTE EN COMERCIOS ESPECIALIZADOS.
G4763.0        ,VENTA AL POR MENOR DE EQUIPO DE DEPORTE EN COMERCIOS ESPECIALIZADOS.
G4763.00       ,"VENTA AL POR MENOR DE ARTÍCULOS DE DEPORTE, DE PESCA Y DE ACAMPADA, EMBARCACIONES Y BICICLETAS EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4764          ,VENTA AL POR MENOR DE JUEGOS Y JUGUETES EN COMERCIOS ESPECIALIZADOS.
G4764.0        ,VENTA AL POR MENOR DE JUEGOS Y JUGUETES EN COMERCIOS ESPECIALIZADOS.
G4764.00       ,VENTA AL POR MENOR DE JUEGOS Y JUGUETES DE TODOS LOS MATERIALES EN ESTABLECIMIENTOS ESPECIALIZADOS.
G477           ,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS.
G4771.1        ,VENTA AL POR MENOR DE PRENDAS DE VESTIR EN COMERCIOS ESPECIALIZADOS.
G4771.11       ,VENTA AL POR MENOR DE PRENDAS DE VESTIR Y PELETERÍA EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4771.12       ,"VENTA AL POR MENOR DE ACCESORIOS DE VESTIR COMO: GUANTES, CORBATAS, TIRANTES, INCLUYE PARAGUAS ETC.. EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4771.2        ,VENTA AL POR MENOR DE CALZADO Y ARTÍCULOS DE CUERO EN COMERCIOS ESPECIALIZADOS.
G4771.21       ,"VENTA AL POR MENOR DE CALZADO, MATERIAL DE ZAPATERÍA (PLANTILLAS, TALONERAS, SUELA Y ARTÍCULOS ANÁLOGOS) EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4771.22       ,"VENTA AL POR MENOR DE ARTÍCULOS DE CUERO Y SUSTITUTOS, INCLUIDO ACCESORIOS DE VIAJE, EXCEPTO PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4772          ,"VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES, COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS."
G4772.0        ,"VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS, MEDICINALES Y ORTOPÉDICOS, PERFUMES, COSMÉTICOS Y DE USO PERSONAL EN COMERCIOS ESPECIALIZADOS."
G4772.01       ,VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4772.02       ,VENTA AL POR MENOR DE PRODUCTOS NATURISTAS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4772.03       ,VENTA AL POR MENOR DE INSTRUMENTOS Y APARATOS MEDICINALES Y ORTOPÉDICOS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4772.04       ,VENTA AL POR MENOR DE PRODUCTOS VETERINARIOS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4772.05       ,"VENTA AL POR MENOR DE PERFUMES, ARTÍCULOS COSMÉTICOS Y DE USO PERSONAL EN ESTABLECIMIENTOS ESPECIALIZADOS (PAÑALES)."
G4773          ,VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS.
G4773.1        ,"VENTA AL POR MENOR DE EQUIPO FOTOGRÁFICO, ÓPTICO Y DE PRECISIÓN EN COMERCIOS ESPECIALIZADOS."
G4773.11       ,"VENTA AL POR MENOR DE EQUIPO FOTOGRÁFICO Y DE PRECISIÓN, EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4773.12       ,VENTA AL POR MENOR DE EQUIPO ÓPTICO Y ACTIVIDADES DE LAS ÓPTICAS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4773.2        ,"VENTA AL POR MENOR DE FLORES, PLANTAS, SEMILLAS, FERTILIZANTES, MASCOTAS Y ALIMENTO PARA MASCOTAS EN COMERCIOS ESPECIALIZADOS."
G4773.21       ,"VENTA AL POR MENOR DE FLORES, PLANTAS Y SEMILLAS EN ESTABLECIMIENTOS ESPECIALIZADOS, INCLUSO ARREGLOS FLORALES."
G4773.22       ,"VENTA AL POR MENOR DE FERTILIZANTES, BALANCEADOS Y ABONOS EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4773.23       ,VENTA AL POR MENOR DE MASCOTAS Y ALIMENTO PARA MASCOTAS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4773.9        ,VENTA AL POR MENOR DE OTRAS MERCANCÍAS EN COMERCIOS ESPECIALIZADOS.
G4773.91       ,"VENTA AL POR MENOR DE RECUERDOS, SELLOS, MONEDAS, ARTÍCULOS RELIGIOSOS Y ARTESANÍA EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4773.92       ,ACTIVIDADES DE GALERÍAS DE ARTE COMERCIALES EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4773.93       ,"VENTA AL POR MENOR DE FUEL, GAS EN BOMBONAS, CARBÓN Y LEÑA PARA USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4773.94       ,VENTA AL POR MENOR DE RELOJES Y JOYAS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4773.95       ,VENTA AL POR MENOR DE RECARGAS Y TARJETAS ELECTRÓNICAS EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4773.96       ,VENTA AL POR MENOR DE PRODUCTOS PARA FIESTAS INFANTILES EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4773.99       ,"VENTA AL POR MENOR DE PRODUCTOS NO ALIMENTICIOS N.C.P.: MATERIALES DE LIMPIEZA, ARMAS Y MUNICIONES, ETCÉTERA, EN ESTABLECIMIENTOS ESPECIALIZADOS."
G4774          ,VENTA AL POR MENOR DE ARTÍCULOS DE SEGUNDA MANO EN COMERCIOS ESPECIALIZADOS.
G4774.0        ,VENTA AL POR MENOR DE ARTÍCULOS DE SEGUNDA MANO EN COMERCIOS ESPECIALIZADOS.
G4774.01       ,VENTA AL POR MENOR DE LIBROS DE SEGUNDA MANO EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4774.02       ,VENTA AL POR MENOR DE ANTIGÜEDADES EN ESTABLECIMIENTOS ESPECIALIZADOS.
G4774.09       ,"OTROS TIPOS DE ACTIVIDADES DE VENTA AL POR MENOR DE ARTÍCULOS DE SEGUNDA MANO, USADOS, INCLUIDAS ACTIVIDADES DE CASAS DE SUBASTAS DE ESTOS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS."
G478           ,VENTA AL POR MENOR EN PUESTOS DE VENTA Y MERCADOS.
G4781          ,"VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN PUESTOS DE VENTA Y MERCADOS."
G4781.0        ,"VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN PUESTOS DE VENTA Y MERCADOS."
G4781.00       ,"VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y PRODUCTOS DEL TABACO EN PUESTOS DE VENTA O MERCADOS."
G4782          ,"VENTA AL POR MENOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO EN PUESTOS DE VENTA Y MERCADOS."
G4782.0        ,"VENTA AL POR MENOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO EN PUESTOS DE VENTA Y MERCADOS."
G4782.00       ,"VENTA AL POR MENOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO EN PUESTOS DE VENTA Y MERCADOS."
G4789          ,VENTA AL POR MENOR DE OTROS PRODUCTOS EN PUESTOS DE VENTA Y MERCADOS.
G4789.0        ,VENTA AL POR MENOR DE OTROS PRODUCTOS EN PUESTOS DE VENTA Y MERCADOS.
H501           ,TRANSPORTE MARÍTIMO Y DE CABOTAJE.
G4789.00       ,"VENTA AL POR MENOR DE OTROS ARTÍCULOS EN PUESTOS DE VENTA O MERCADO COMO: ALFOMBRAS, TAPICES, LIBROS, JUEGOS Y JUGUETES, APARATOS ELECTRODOMÉSTICOS GRABACIONES DE MÚSICA, VIDEO, ETCÉTERA."
G479           ,"VENTA AL POR MENOR NO REALIZADA EN COMERCIOS, PUESTOS DE VENTA O MERCADOS."
G4791          ,VENTA AL POR MENOR POR CORREO Y POR INTERNET.
G4791.0        ,VENTA AL POR MENOR DE CUALQUIER TIPO DE PRODUCTO POR CORRESPONDENCIA O INTERNET.
G4791.00       ,"VENTA AL POR MENOR DE CUALQUIER TIPO DE PRODUCTO POR CORREO, POR INTERNET, INCLUIDO SUBASTAS POR INTERNET, CATÁLOGO, TELÉFONO, TELEVISIÓN Y ENVIÓ DE PRODUCTOS AL CLIENTE."
G4799          ,"OTRAS ACTIVIDADES DE VENTA AL POR MENOR NO REALIZADAS EN COMERCIOS, PUESTOS DE VENTA O MERCADOS."
G4799.0        ,"OTRAS ACTIVIDADES DE VENTA AL POR MENOR NO REALIZADAS EN COMERCIOS, PUESTOS DE VENTA O MERCADOS."
G4799.01       ,"VENTA AL POR MENOR DE CUALQUIER TIPO DE PRODUCTO NO REALIZADA EN ALMACENES NI PUESTOS DE MERCADO: VENTA DIRECTA O POR VENDEDORES A DOMICILIO INCLUIDO LA VENTA MEDIANTE MÁQUINAS EXPENDEDORAS, ETCÉTERA."
G4799.02       ,VENTA AL POR MENOR POR COMISIONISTAS (NO DEPENDIENTES DE COMERCIOS); INCLUYE ACTIVIDADES DE CASAS DE SUBASTAS (AL POR MENOR).
G4799.03       ,"VENTA DIRECTA DE COMBUSTIBLES (COMBUSTIBLE DE CALEFACCIÓN, LEÑA, ETCÉTERA) CON ENTREGA EN EL DOMICILIO DEL CLIENTE."
H              ,TRANSPORTE Y ALMACENAMIENTO.
H49            ,TRANSPORTE POR VÍA TERRESTRE Y POR TUBERÍAS.
